Columns: lon lat depth mrr mtt mpp mrt mrp mtp iexp name lon lat str1 dip1 rake1 str2 dip2 rake2 sc iexp name

94.11 8.73 25 -0.23 -0.59 0.83 -0.48 -0.14 0.52 24 X Y 200812060043A 8.73 156 59 -167 60 79 -31 1.032 24 200812060043A
93.27 4.46 14 -0.37 1.40 -1.04 -0.80 -1.60 -2.98 23 X Y 200812072349A 4.46 82 69 -163 346 75 -22 3.671 23 200812072349A
92.20 7.71 12 -2.98 -2.37 5.35 1.81 -1.98 -0.26 23 X Y 200812092100A 7.71 212 44 -35 328 67 -128 5.276 23 200812092100A
94.75 6.82 145 1.19 -0.65 -0.54 -2.69 0.11 -3.52 23 X Y 200812171348A 6.82 4 51 14 265 80 140 4.536 23 200812171348A
94.95 4.55 51 1.18 -0.70 -0.47 0.73 -0.59 0.69 24 X Y 200812211347A 4.55 311 26 92 129 64 89 1.549 24 200812211347A
94.40 6.53 68 0.57 -0.76 0.18 0.17 -0.34 -0.57 24 X Y 200901042022A 6.53 212 57 40 98 58 140 0.960 24 200901042022A
96.89 0.06 17 -1.45 0.36 1.09 0.48 -1.53 -2.45 23 X Y 200901240036A 0.06 100 45 -154 351 72 -48 3.032 23 200901240036A
96.86 1.19 23 1.92 -0.82 -1.10 1.93 -1.55 1.06 24 X Y 200902241213A 1.19 327 20 106 131 71 84 3.167 24 200902241213A
95.03 4.43 48 3.02 -2.47 -0.56 2.06 -1.39 1.64 23 X Y 200903121005A 4.43 297 26 85 123 64 93 4.065 23 200903121005A
94.11 5.10 36 4.27 -1.39 -2.88 1.95 -0.75 1.95 23 X Y 200903240435A 5.10 338 35 112 132 58 75 4.725 23 200903240435A
94.54 6.28 62 4.58 -5.15 0.57 0.12 -0.54 -0.42 23 X Y 200904090810A 6.28 258 45 79 94 46 101 4.918 23 200904090810A
96.74 0.79 37 2.50 -1.21 -1.29 1.38 -1.42 1.54 23 X Y 200904110159A 0.79 316 27 90 136 63 90 3.304 23 200904110159A
97.53 3.18 20 -0.09 -0.64 0.73 -0.23 -0.33 -0.33 24 X Y 200905081319A 3.18 123 62 -175 31 86 -28 0.858 24 200905081319A
93.80 9.12 12 -0.81 -0.01 0.82 0.26 -0.30 0.17 24 X Y 200906151205A 9.12 208 40 -61 352 56 -112 0.925 24 200906151205A
96.72 0.23 13 -3.69 1.58 2.11 0.78 -1.88 -2.29 23 X Y 200907011858A 0.23 128 33 -107 328 59 -79 4.424 23 200907011858A
93.78 9.03 20 -4.88 0.05 4.83 -0.45 -1.05 0.58 23 X Y 200908120433A 9.03 183 39 -96 10 51 -85 5.021 23 200908120433A
96.59 4.43 12 0.58 -3.20 2.62 -1.82 -0.69 -1.94 23 X Y 200908150404A 4.43 120 73 -168 27 78 -18 3.871 23 200908150404A
96.92 0.21 17 -1.05 0.45 0.60 0.70 0.07 -0.95 24 X Y 200908230720A 0.21 164 43 -46 291 61 -123 1.493 24 200908230720A
94.41 5.29 50 4.55 -0.92 -3.63 1.80 -0.83 1.12 23 X Y 200908281645A 5.29 352 37 112 145 56 74 4.691 23 200908281645A
94.14 5.17 36 2.36 -0.24 -2.12 -0.19 -2.05 1.57 23 X Y 200909080339A 5.17 307 33 50 172 65 113 3.426 23 200909080339A
91.86 8.05 20 0.11 -1.12 1.01 0.00 -0.33 -0.39 25 X Y 200911100248A 8.05 124 76 170 216 80 14 1.184 25 200911100248A
96.19 4.74 22 -0.09 -1.82 1.90 -0.23 0.12 0.35 23 X Y 200911260527A 4.74 50 83 -4 141 87 -173 1.912 23 200911260527A
96.97 0.05 12 -2.56 1.08 1.49 1.06 0.29 -1.48 23 X Y 200912072206A 0.05 157 43 -61 300 53 -115 2.890 23 200912072206A
95.70 2.40 23 4.89 -3.26 -1.63 5.04 -5.18 2.55 24 X Y 200912092129A 2.40 298 18 74 134 73 95 8.793 24 200912092129A
93.75 2.95 13 -1.13 -0.50 1.63 -0.09 -1.91 -2.96 23 X Y 201001220646A 2.95 102 55 -168 5 80 -36 3.739 23 201001220646A
94.10 2.71 12 2.20 -1.62 -0.58 -0.83 0.86 1.70 23 X Y 201002142209A 2.71 120 33 80 312 58 97 2.809 23 201002142209A
93.06 4.61 14 -0.39 0.18 0.21 -0.21 -0.49 -0.97 24 X Y 201002161908A 4.61 96 60 -159 355 72 -32 1.158 24 201002161908A
96.81 1.16 24 3.50 -1.33 -2.17 3.48 -2.85 1.89 24 X Y 201003131459A 1.16 331 20 108 132 71 83 5.759 24 201003131459A
96.74 2.07 18 1.72 -1.06 -0.66 4.97 -3.98 0.77 27 X Y 201004062215A 2.07 307 7 88 129 83 90 6.587 27 201004062215A
91.94 7.83 28 -0.56 -5.82 6.39 -3.46 -1.84 -1.03 23 X Y 201004132014A 7.83 133 61 -170 38 81 -30 7.301 23 201004132014A
95.78 3.36 37 0.45 -0.28 -0.18 0.63 -0.53 0.23 27 X Y 201005090559A 3.36 308 15 88 130 75 91 0.941 27 201005090559A
95.69 3.24 42 1.27 -0.76 -0.51 0.92 -0.71 0.68 24 X Y 201005111217A 3.24 311 24 93 128 66 89 1.744 24 201005111217A
95.77 4.71 88 0.63 0.58 -1.22 0.55 -0.43 -1.12 24 X Y 201006030924A 4.71 65 63 156 167 69 29 1.685 24 201006030924A
91.65 7.85 33 0.77 -1.76 0.99 0.23 -1.00 -0.63 27 X Y 201006121926A 7.85 220 63 31 115 63 149 1.945 27 201006121926A
91.82 7.71 12 -0.63 -4.01 4.64 -1.98 -2.81 -4.72 23 X Y 201006130626A 7.71 113 63 -172 20 83 -28 7.283 23 201006130626A
91.92 7.98 19 -6.26 0.29 5.97 4.76 -0.21 -0.65 23 X Y 201006130705A 7.98 196 47 -51 326 56 -124 7.436 23 201006130705A
91.67 7.41 12 0.26 -3.13 2.87 -1.29 -1.21 -1.23 23 X Y 201006152324A 7.41 125 62 -179 34 89 -28 3.674 23 201006152324A
91.85 7.69 15 -0.23 -1.33 1.56 -0.15 -0.29 -1.42 24 X Y 201006240408A 7.69 113 80 -178 23 88 -10 2.054 24 201006240408A
91.96 7.72 17 0.19 -2.79 2.60 -0.93 -1.49 0.14 23 X Y 201006241706A 7.72 134 58 173 228 84 32 3.214 23 201006241706A
91.85 7.65 14 -1.71 -3.77 5.48 -0.34 -1.19 -5.74 23 X Y 201006250729A 7.65 110 79 -177 19 87 -11 7.484 23 201006250729A
96.68 1.09 36 5.20 -1.14 -4.06 2.36 -2.49 2.57 23 X Y 201007011521A 1.09 338 30 103 142 61 83 6.382 23 201007011521A
96.85 1.18 23 3.83 -1.42 -2.41 2.86 -3.09 1.85 23 X Y 201007130426A 1.18 326 21 97 139 69 87 5.692 23 201007130426A
96.45 2.01 24 0.58 -0.29 -0.29 0.66 -0.53 0.30 25 X Y 201008210542A 2.01 320 18 100 130 73 87 1.031 25 201008210542A
94.24 7.73 20 0.04 -4.29 4.25 -0.60 -0.16 3.28 24 X Y 201009111143A 7.73 154 84 -179 64 89 -6 5.420 24 201009111143A
96.74 1.65 17 0.40 -0.25 -0.15 0.76 -0.59 0.13 24 X Y 201009282344A 1.65 303 11 86 127 80 91 1.030 24 201009282344A
94.62 4.78 48 3.75 -1.76 -1.99 1.95 -1.20 1.88 23 X Y 201009291133A 4.78 324 30 103 129 61 82 4.397 23 201009291133A
94.60 4.84 45 0.75 -0.41 -0.34 0.41 -0.24 0.46 24 X Y 201009300954A 4.84 321 30 103 126 60 82 0.925 24 201009300954A
95.19 3.60 32 1.95 0.08 -2.03 0.76 -3.08 1.19 23 X Y 201010151243A 3.60 322 19 68 165 73 97 3.903 23 201010151243A
94.51 6.68 84 0.89 -1.01 0.11 0.39 -0.29 -0.68 24 X Y 201010161951A 6.68 217 47 47 91 58 126 1.259 24 201010161951A
95.70 6.56 258 -1.15 2.68 -1.53 1.21 -1.64 1.90 23 X Y 201011212251A 6.56 31 58 -157 288 71 -34 3.623 23 201011212251A
95.91 3.81 44 2.15 -0.70 -1.45 0.53 -1.27 1.83 23 X Y 201012142001A 3.81 307 33 68 152 60 103 2.911 23 201012142001A
94.55 5.27 53 3.10 -1.61 -1.49 1.60 -1.02 2.46 23 X Y 201012182256A 5.27 324 32 104 127 59 81 4.038 23 201012182256A
95.59 2.44 23 3.70 -2.04 -1.66 4.40 -4.12 2.14 24 X Y 201012211407A 2.44 312 16 89 133 74 90 7.152 24 201012211407A
95.86 3.58 40 1.92 -1.25 -0.67 0.47 -0.27 0.56 24 X Y 201012230001A 3.58 301 36 91 121 54 90 1.835 24 201012230001A
90.37 4.20 14 0.05 -1.24 1.19 -0.69 -0.99 -1.78 24 X Y 201101070310A 4.20 109 63 -175 17 85 -27 2.452 24 201101070310A
96.13 2.26 17 2.57 -1.50 -1.07 3.32 -3.38 1.26 24 X Y 201101151123A 2.26 306 14 81 135 76 92 5.388 24 201101151123A
96.22 2.30 12 0.70 -0.43 -0.27 1.16 -1.59 0.33 24 X Y 201101151626A 2.30 296 11 64 143 81 95 2.087 24 201101151626A
96.17 2.38 15 0.31 -0.18 -0.12 0.71 -0.66 0.14 25 X Y 201101181133A 2.38 306 9 83 133 81 91 1.019 25 201101181133A
95.34 2.48 36 5.00 -3.55 -1.45 3.72 -2.90 4.34 23 X Y 201101220734A 2.48 309 26 91 128 64 90 7.618 23 201101220734A
95.32 2.74 15 1.20 -0.73 -0.47 2.83 -3.45 0.68 24 X Y 201101220738A 2.74 298 8 68 140 82 93 4.633 24 201101220738A
96.52 1.87 23 0.75 -0.43 -0.32 0.66 -0.79 0.38 25 X Y 201101261542A 1.87 304 19 76 138 72 95 1.275 25 201101261542A
96.55 1.49 40 1.81 -1.25 -0.57 0.85 -1.17 1.71 23 X Y 201101281545A 1.49 293 31 65 141 62 104 2.678 23 201101281545A
97.77 1.86 44 0.67 -0.26 -0.41 0.44 -0.26 0.36 24 X Y 201102182312A 1.86 333 28 111 129 64 79 0.860 24 201102182312A
97.36 0.79 31 6.18 -2.39 -3.80 0.22 -1.78 1.19 23 X Y 201103190233A 0.79 327 36 83 156 54 95 5.610 23 201103190233A
96.82 1.40 24 5.24 -2.01 -3.23 4.30 -3.83 2.40 24 X Y 201104061401A 1.40 329 21 104 135 69 85 7.736 24 201104061401A
96.04 3.97 75 -0.17 0.83 -0.66 0.79 0.19 -1.39 24 X Y 201104290856A 3.97 166 62 -3 257 87 -152 1.776 24 201104290856A
92.63 9.69 48 -0.82 -0.65 1.47 -0.48 -1.58 -0.04 24 X Y 201106030727A 9.69 148 23 -138 18 74 -72 2.044 24 201106030727A
96.76 1.20 13 -1.97 0.70 1.27 1.67 -1.33 -0.54 23 X Y 201106070254A 1.20 155 21 -70 314 70 -97 2.772 23 201106070254A
96.70 1.22 12 -0.59 0.27 0.32 0.89 -0.32 -0.25 24 X Y 201106081632A 1.22 151 18 -56 295 75 -100 1.098 24 201106081632A
96.87 1.24 24 0.75 -0.28 -0.47 0.41 -0.46 0.29 24 X Y 201107041900A 1.24 327 25 96 141 65 87 0.941 24 201107041900A
96.93 0.12 19 -1.61 1.26 0.34 0.66 0.45 -1.18 23 X Y 201107210648A 0.12 148 46 -53 281 55 -122 2.042 23 201107210648A
94.95 4.48 51 2.41 -1.60 -0.80 1.14 -0.84 0.99 23 X Y 201108210818A 4.48 303 29 88 125 61 91 2.735 23 201108210818A
96.28 2.16 32 2.62 -1.87 -0.75 1.70 -1.00 1.35 23 X Y 201108310308A 2.16 306 27 94 122 63 88 3.340 23 201108310308A
97.86 2.88 95 -0.28 0.24 0.04 0.86 -0.98 -0.39 26 X Y 201109051755A 2.88 101 11 -129 320 82 -83 1.370 26 201109051755A
96.10 2.46 31 -0.01 -0.44 0.45 -0.18 -0.79 -1.55 24 X Y 201110161716A 2.46 98 64 -178 8 88 -27 1.803 24 201110161716A
97.65 0.06 24 1.19 -0.51 -0.67 1.01 -0.87 0.60 24 X Y 201111271101A 0.06 325 21 101 133 69 86 1.787 24 201111271101A
94.01 7.90 12 -1.84 -0.19 2.02 1.55 -1.04 0.57 24 X Y 201111301942A 7.90 219 42 -41 341 64 -124 2.674 24 201111301942A
94.12 7.90 15 -4.20 0.33 3.87 2.10 -3.84 0.88 23 X Y 201112021937A 7.90 209 28 -51 346 69 -109 5.950 23 201112021937A
94.11 7.84 16 -1.95 -1.28 3.23 3.66 -3.91 1.21 23 X Y 201112161547A 7.84 222 28 -20 330 81 -117 6.067 23 201112161547A
96.46 4.49 12 -0.05 -1.35 1.40 -0.87 -0.08 -0.38 24 X Y 201201011809A 4.49 34 71 -18 130 73 -160 1.641 24 201201011809A
92.98 2.59 24 -0.51 -2.96 3.47 -1.07 -0.90 -6.68 26 X Y 201201101837A 2.59 103 81 -173 12 83 -9 7.555 26 201201101837A
93.18 2.45 12 0.04 -0.94 0.90 -1.09 -2.49 -2.53 23 X Y 201201111156A 2.45 103 46 -178 12 89 -44 3.785 23 201201111156A
96.18 2.01 33 0.56 -0.40 -0.17 0.42 -0.42 0.41 24 X Y 201201132003A 2.01 299 24 77 133 67 96 0.872 24 201201132003A
93.03 2.73 12 -0.30 -1.27 1.57 -1.70 -3.76 -5.64 23 X Y 201201270954A 2.73 100 57 -173 6 84 -33 7.086 23 201201270954A
96.46 1.88 23 0.70 -0.36 -0.34 0.37 -0.65 0.35 24 X Y 201201281447A 1.88 303 23 69 146 69 99 1.023 24 201201281447A
92.85 6.28 21 -2.96 0.87 2.09 -0.22 -0.07 -0.84 23 X Y 201202151831A 6.28 337 45 -85 149 45 -95 2.748 23 201202151831A
94.25 5.00 35 5.14 0.49 -5.63 1.74 -5.97 1.28 23 X Y 201202221202A 5.00 354 21 98 165 69 87 8.312 23 201202221202A
97.09 4.17 13 -0.28 -2.12 2.40 -1.75 -2.31 -3.17 23 X Y 201203050655A 4.17 111 56 -171 17 83 -34 4.815 23 201203050655A
93.88 8.58 13 -0.97 -0.44 1.41 0.16 -0.46 0.29 24 X Y 201203060252A 8.58 209 39 -59 351 57 -113 1.323 24 201203060252A
95.08 4.36 51 2.92 -2.36 -0.57 1.50 -1.72 1.95 23 X Y 201203302202A 4.36 289 29 69 133 63 102 3.997 23 201203302202A
94.56 5.18 49 2.34 -1.17 -1.17 1.15 -0.84 1.55 23 X Y 201203311238A 5.18 321 31 99 130 60 85 2.906 23 201203311238A
92.82 2.35 46 0.13 -0.62 0.49 -0.18 0.10 -0.69 29 X Y 201204110838A 2.35 20 76 5 289 85 166 0.914 29 201204110838A
92.31 0.90 55 0.55 -1.90 1.35 -0.34 -0.29 -2.36 28 X Y 201204111043A 0.90 107 83 -177 17 87 -7 2.893 28 201204111043A
89.55 2.83 12 1.07 -4.96 3.89 -0.56 -4.24 0.59 24 X Y 201204112251A 2.83 132 63 156 234 69 30 6.011 24 201204112251A
89.68 1.75 14 0.28 -1.92 1.64 0.15 -3.70 -5.75 24 X Y 201204112356A 1.75 97 59 175 189 86 31 7.061 24 201204112356A
93.43 2.42 32 0.17 -0.76 0.60 -0.35 -0.40 -0.45 24 X Y 201204121309A 2.42 119 56 176 211 87 34 0.969 24 201204121309A
93.63 3.31 12 5.94 -1.99 -3.96 -3.13 1.30 1.87 23 X Y 201204121446A 3.31 160 33 113 313 60 76 6.418 23 201204121446A
92.84 3.52 19 -2.65 0.44 2.21 1.16 -0.35 0.15 23 X Y 201204121926A 3.52 201 45 -63 346 51 -114 2.652 23 201204121926A
92.69 3.68 12 -0.12 -0.50 0.62 -0.32 -0.75 -1.27 24 X Y 201204122022A 3.68 104 60 -173 10 84 -30 1.615 24 201204122022A
91.86 1.05 12 0.12 -1.98 1.86 0.22 -1.50 -0.62 23 X Y 201204130317A 1.05 122 69 159 220 70 22 2.443 23 201204130317A
91.04 1.53 12 0.16 -2.53 2.37 -1.28 -2.67 -1.42 23 X Y 201204130449A 1.53 118 44 177 210 88 46 4.096 23 201204130449A
89.93 3.37 12 -0.14 -0.41 0.55 -0.68 -1.19 -2.84 23 X Y 201204131248A 3.37 97 68 -170 3 81 -23 3.181 23 201204131248A
92.16 1.01 12 0.06 -1.59 1.53 -0.31 -1.77 -0.67 23 X Y 201204131509A 1.01 117 47 174 211 85 43 2.396 23 201204131509A
92.25 0.40 12 -0.08 -0.54 0.62 -0.45 -1.10 -0.92 23 X Y 201204140203A 0.40 109 43 -176 16 87 -47 1.612 23 201204140203A
92.16 0.21 12 1.49 -0.80 -0.69 -0.92 -0.15 -0.69 24 X Y 201204141521A 0.21 34 33 65 243 61 105 1.729 24 201204141521A
94.36 2.75 22 2.06 -2.26 0.20 -0.30 2.72 1.65 23 X Y 201204142110A 2.75 87 39 33 331 70 124 3.835 23 201204142110A
90.31 2.49 33 -0.06 -1.45 1.51 -1.44 -0.47 -2.32 25 X Y 201204150557A 2.49 13 68 -13 108 78 -158 3.102 25 201204150557A
90.95 1.70 20 -0.09 -1.82 1.91 -1.40 -0.23 0.57 23 X Y 201204151357A 1.70 148 60 -169 52 80 -31 2.367 23 201204151357A
92.50 0.81 28 0.10 -0.29 0.20 -0.30 -0.30 -1.15 24 X Y 201204160946A 0.81 97 77 -170 5 80 -14 1.239 24 201204160946A
92.24 0.18 12 0.63 -2.68 2.05 -1.61 -3.11 -3.83 23 X Y 201204161605A 0.18 107 52 178 198 88 38 5.669 23 201204161605A
90.93 1.45 12 0.24 -1.39 1.15 -0.23 -1.80 -1.70 23 X Y 201204190630A 1.45 105 50 173 200 85 40 2.791 23 201204190630A
93.71 3.32 12 4.38 -0.87 -3.52 -2.83 1.05 2.05 23 X Y 201204201934A 3.32 170 34 123 311 62 69 5.418 23 201204201934A
93.65 3.28 12 4.97 -0.88 -4.08 -1.53 -0.08 2.47 24 X Y 201204202219A 3.28 167 43 113 316 51 70 5.432 24 201204202219A
93.73 3.15 12 5.27 -0.47 -4.80 -0.13 0.64 4.68 24 X Y 201204202229A 3.15 142 43 83 332 48 97 6.570 24 201204202229A
93.36 2.22 41 5.35 -6.76 1.40 1.50 -3.44 -2.63 24 X Y 201204202314A 2.22 225 52 46 103 56 132 7.687 24 201204202314A
93.58 3.42 12 2.30 -0.64 -1.65 -1.91 0.02 0.90 23 X Y 201204211104A 3.42 167 36 130 301 64 65 2.861 23 201204211104A
91.72 1.29 12 0.23 -3.95 3.72 -2.21 -3.06 -1.95 23 X Y 201204220317A 1.29 122 49 179 213 89 41 5.718 23 201204220317A
94.06 8.88 13 -1.00 -1.79 2.79 -1.00 0.37 2.47 24 X Y 201204241457A 8.88 161 72 -163 66 74 -18 3.610 24 201204241457A
91.83 1.09 15 0.32 -6.10 5.78 -5.15 -1.36 0.70 23 X Y 201204241943A 1.09 143 53 -174 50 85 -37 7.723 23 201204241943A
94.07 8.89 17 -1.90 -4.31 6.21 -3.43 -1.09 3.73 24 X Y 201204250742A 8.89 156 59 -167 59 79 -32 7.544 24 201204250742A
94.11 8.82 20 -2.41 -0.68 3.10 -1.64 -1.57 1.15 23 X Y 201204251630A 8.82 170 33 -132 37 66 -66 3.769 23 201204251630A
94.39 2.55 12 1.41 -0.83 -0.58 -0.19 -0.37 0.71 24 X Y 201204261921A 2.55 295 45 68 145 49 110 1.479 24 201204261921A
89.70 2.29 17 0.25 -1.37 1.12 0.34 -1.59 -1.67 23 X Y 201204290213A 2.29 103 60 165 201 77 31 2.599 23 201204290213A
93.83 1.89 37 -0.10 -0.52 0.62 -0.42 -0.10 -0.67 24 X Y 201204290300A 1.89 18 69 -14 113 77 -159 0.979 24 201204290300A
92.49 1.93 39 -0.61 -3.01 3.62 3.14 -1.81 -2.96 23 X Y 201204290352A 1.93 204 50 -4 297 87 -140 5.735 23 201204290352A
94.27 2.60 12 3.98 -2.40 -1.58 0.10 -1.94 2.25 24 X Y 201204290809A 2.60 293 39 62 147 57 111 4.568 24 201204290809A
89.60 1.73 12 -0.20 -4.37 4.57 -1.86 -1.46 -1.20 24 X Y 201204300800A 1.73 129 64 -174 36 85 -26 5.192 24 201204300800A
92.98 3.34 12 -0.51 -4.98 5.49 -2.32 -2.38 -1.74 23 X Y 201204302140A 3.34 127 59 -174 34 85 -31 6.455 23 201204302140A
94.47 2.61 23 2.00 -2.07 0.06 -0.94 0.92 2.20 23 X Y 201205031338A 2.61 103 35 62 316 59 108 3.051 23 201205031338A
92.60 3.93 15 -0.05 -0.88 0.93 -0.52 -1.27 -1.21 23 X Y 201205031441A 3.93 110 48 -178 18 89 -42 2.040 23 201205031441A
89.74 2.02 17 -0.47 -3.10 3.57 1.01 -2.39 -4.19 23 X Y 201205041623A 2.02 107 74 167 201 77 16 5.836 23 201205041623A
87.97 4.85 12 -0.08 -1.97 2.06 -0.70 -1.18 0.25 23 X Y 201205051208A 4.85 136 58 176 228 86 32 2.424 23 201205051208A
92.59 4.00 12 -0.23 -0.33 0.56 -0.67 -1.20 -2.35 23 X Y 201205060819A 4.00 98 63 -169 3 80 -27 2.753 23 201205060819A

------------------------------------------------------------------------




More solutions solutions
with same search criteria same search criteria

------------------------------------------------------------------------

See the CMT project <http://www.globalcmt.org/> web page for more the CMT project <http://www.globalcmt.org/> web page for more
information on CMTs. on CMTs.

------------------------------------------------------------------------

Please email comments email comments
<mailto:Meredith%20Nettles%20<nettles@ldeo.columbia.edu>>.
Last modified: 2011-06-29 modified: 2011-06-29

